J,Kt,Kq,Eta
1.4,0.1638,0.0575,0.635
1.45,0.1585,0.0562,0.651
1.5,0.156,0.0559,0.666
1.55,0.1575,0.0571,0.681
1.6,0.1592,0.0585,0.693
1.65,0.1579,0.0591,0.701
1.7,0.1518,0.0579,0.709
1.75,0.1403,0.055,0.711
1.8,0.122,0.0495,0.706
1.85,0.098,0.0419,0.689
1.9,0.0698,0.0327,0.645
1.95,0.0345,0.0216,0.495
