J,Kt,Kq,Eta
1.3,0.3645,0.1207,0.625
1.35,0.37,0.1232,0.645
1.4,0.361,0.1214,0.663
1.45,0.338,0.1147,0.68
1.5,0.3175,0.1093,0.694
1.55,0.298,0.1042,0.706
1.6,0.2785,0.0989,0.717
1.65,0.2585,0.0932,0.728
1.7,0.241,0.0884,0.738
1.75,0.223,0.0834,0.745
1.8,0.2041,0.0781,0.749
1.85,0.1855,0.0726,0.752
1.9,0.1662,0.067,0.75
1.95,0.1452,0.0609,0.74
2,0.1230,0.0547,0.716
2.05,0.0995,0.0482,0.673
2.1,0.0748,0.0415,0.603
2.15,0.048,0.0333,0.494
2.2,0.0205,0.0253,0.284
