J,Kt,Kq,Eta
0.9,0.251,0.0536,0.671
0.95,0.23,0.0504,0.69
1,0.209,0.0472,0.705
1.05,0.1876,0.0437,0.717
1.1,0.1656,0.0401,0.723
1.15,0.1425,0.0363,0.719
1.2,0.119,0.0325,0.699
1.25,0.094,0.0284,0.659
1.3,0.068,0.024,0.585
1.35,0.04,0.019,0.453
1.4,0.0112,0.0143,0.17
