J,Kt,Kq,Eta
1.4,0.129,0.0461,0.624
1.45,0.1275,0.0457,0.644
1.5,0.127,0.0458,0.663
1.55,0.1295,0.0469,0.681
1.6,0.1355,0.0495,0.697
1.65,0.14,0.0518,0.71
1.7,0.141,0.053,0.72
1.75,0.136,0.0523,0.724
1.8,0.126,0.05,0.723
1.85,0.1105,0.455,0.715
1.9,0.09,0.0391,0.697
1.95,0.0635,0.0303,0.65
2,0.033,0.0184,0.57
