J,Kt,Kq,Eta
1.40,0.2015,0.0700,0.642
1.45,0.1990,0.0697,0.659
1.50,01982,0.0700,0.676
1.55,0.2015,0.0723,0.688
1.60,0.2025,0.0740,0.697
1.65,0.1972,0.0736,0.704
1.70,0.1860,0.0714,0.705
1.75,0.1705,0.0679,0.699
1.80,0.1525,0.0633,0.691
1.85,0.1325,0.0579,0.674
1.90,0.1080,0.0510,0.641
1.95,0.0745,0.0412,0.561
2.0,0.0280,0.0252,0.354
