J,Kt,Kq,Eta
1.3,0.176,0.061,0.597
1.35,0.1725,0.06,0.618
1.4,0.1705,0.059,0.636
1.45,0.1705,0.0602,0.654
1.5,0.1722,0.0615,0.669
1.55,0.1782,0.0643,0.684
1.6,0.187,0.0683,0.697
1.65,0.1872,0.0693,0.709
1.7,0.1802,0.0679,0.718
1.75,0.1672,0.0644,0.723
1.8,0.1498,0.0595,0.722
1.85,0.1275,0.0525,0.715
1.9,0.1020,0.0446,0.692
1.95,0.071,0.0348,0.633
2,0.0355,0.0224,0.506
