J,Kt,Kq,Eta
0.75,0.174,0.0362,0.574
0.8,0.1844,0.0387,0.607
0.85,0.1959,0.0415,0.639
0.9,0.2070,0.0446,0.665
0.95,0.215,0.0474,0.686
1,0.2045,0.0463,0.703
1.05,0.1856,0.0434,0.715
1.1,0.1632,0.0396,0.722
1.15,0.138,0.0353,0.715
1.2,0.11,0.0304,0.69
1.25,0.079,0.0249,0.632
1.3,0.458,0.0189,0.502
1.35,0.012,0.0126,0.205
