J,Kt,Kq,Eta
0.65,0.12,0.0256,0.485
0.7,0.1325,0.028,0.527
0.75,0.141,0.03,0.562
0.8,0.147,0.0314,0.597
0.85,0.151,0.0325,0.629
0.9,0.1585,0.0346,0.656
0.95,0.168,0.0371,0.685
1,0.17,0.0382,0.708
1.05,0.16,0.0366,0.729
1.1,0.143,0.0336,0.745
1.15,0.121,0.0296,0.748
1.2,0.096,0.025,0.733
1.25,0.0665,0.0198,0.668
1.3,0.034,0.0142,0.495
