J,Kt,Kq,Eta
0.7,0.115,0.0225,0.57
0.75,0.117,0.0237,0.589
0.8,0.1135,0.024,0.603
0.85,0.098,0.0224,0.592
0.9,0.067,0.0175,0.548
0.95,0.0265,0.0101,0.397
