J,Kt,Kq,Eta
0.5,0.1242,0.0229,0.432
0.55,0.138,0.0253,0.477
0.6,0.1525,0.0281,0.519
0.65,0.172,0.0319,0.558
0.7,0.1925,0.0361,0.594
0.75,0.2025,0.039,0.62
0.8,0.1965,0.0395,0.634
0.85,0.1805,0.038,0.643
0.9,0.1575,0.0351,0.643
0.95,0.13,0.0308,0.638
1,0.0975,0.0258,0.602
1.05,0.061,0.0201,0.507
1.1,0.019,0.0138,0.241
