J,Kt,Kq,Eta
0.85,0.11,0.0244,0.61
0.9,0.1060,0.024,0.632
0.95,0.106,0.0249,0.644
1,0.107,0.0264,0.644
1.05,0.0958,0.0256,0.626
1.1,0.0688,0.0207,0.582
1.15,0.0325,0.0126,0.473
