J,Kt,Kq,Eta
1.25,0.0950,0.0286,0.661
1.30,0.0920,0.0233,0.673
1.35,0.0900,0.0234,0.682
1.40,0.0835,0.0272,0.684
1.45,0.0690,0.0237,0.671
1.5,0.0475,0.0183,0.620
1.55,0.0175,0.0109,0.397
