J,Kt,Kq,Eta
0.8,0.134,0.0294,0.58
0.85,0.1325,0.0294,0.61
0.9,0.1335,0.0303,0.631
0.95,0.135,0.0316,0.646
1,0.1315,0.0322,0.65
1.05,0.116,0.0305,0.635
1.1,0.0820,0.0243,0.592
1.15,0.034,0.0139,0.448
