J,Kt,Kq,Eta
0.65,0.1215,0.0231,0.544
0.7,0.1235,0.0241,0.571
0.75,0.1315,0.0263,0.597
0.8,0.14,0.0292,0.61
0.85,0.131,0.0287,0.617
0.9,0.1058,0.0251,0.604
0.95,0.0694,0.0191,0.55
1,0.025,0.0111,0.359
