J,Kt,Kq,Eta
0.65,0.1045,0.0228,0.474
0.7,0.106,0.0229,0.515
0.75,0.1115,0.024,0.555
0.8,0.119,0.0257,0.590
0.85,0.126,0.0273,0.624
0.9,0.1275,0.028,0.652
0.95,0.134,0.0298,0.679
1,0.138,0.0314,0.7
1.05,0.134,0.0314,0.713
1.1,0.1235,0.0299,0.723
1.15,0.1035,0.0265,0.715
1.2,0.0745,0.0209,0.68
1.25,0.044,0.0157,0.557
1.3,0.0090,0.0085,0.219
