J,Kt,Kq,Eta
0.80,0.1340,0.0387,0.441
0.85,0.1330,0.0381,0.473
0.90,0.1325,0.0378,0.503
0.95,0.1335,0.0379,0.533
1.00,0.1360,0.0385,0.563
1.05,0.1395,0.0395,0.590
1.1,0.1438,0.0406,0.620
1.15,0.1490,0.0421,0.647
1.20,0.1546,0.0440,0.671
1.25,0.1612,0.0461,0.695
1.30,0.1690,0.0489,0.715
1.35,0.1766,0.0518,0.733
1.40,0.1715,0.0512,0.746
1.45,0.1580,0.0485,0.752
1.50,0.1412,0.0448,0.752
1.55,0.1200,0.0401,0.739
1.60,0.0965,0.0347,0.708
1.65,0.0690,0.0231,0.645
1.7,0.037,0.0213,0.471
