J,Kt,Kq,Eta
0.55,0.1095,0.0206,0.466
0.6,0.1135,0.0213,0.509
0.65,0.117,0.022,0.55
0.7,0.123,0.0234,0.586
0.75,0.138,0.0265,0.623
0.80,0.1495,0.0293,0.651
0.85,0.15,0.0302,0.671
0.9,0.141,0.0296,0.682
0.95,0.121,0.027,0.678
1,0.0915,0.0226,0.645
1.05,0.053,0.0162,0.545
1.1,0.009,0.0079,0.199
