J,Kt,Kq,Eta
1.05,0.182,0.511,0.595
1.1,0.179,0.0506,0.619
1.15,0.1775,0.0507,0.641
1.2,0.18,0.0521,0.66
1.25,0.197,0.058,0.676
1.3,0.209,0.0629,0.688
1.35,0.201,0.0621,0.696
1.4,0.182,0.0581,0.698
1.45,0.157,0.0527,0.688
1.5,0.125,0.0450,0.663
1.55,0.09,0.0362,0.613
1.6,0.0535,0.0269,0.506
1.65,0.0125,0.0154,0.213
