J,Kt,Kq,Eta
0.50,0.085,0.0159,0.426
0.55,0.085,0.0159,0.468
0.6,0.0845,0.0158,0.51
0.65,0.0836,0.0156,0.553
0.7,0.0878,0.0165,0.592
0.75,0.0940,0.0179,0.626
0.8,0.09,0.0176,0.65
0.85,0.0805,0.0166,0.657
0.90,0.066,0.0146,0.647
0.95,0.0462,0.0114,0.61
1,0.0255,0.0072,0.497
