J,Kt,Kq,Eta
0.65,0.131,0.0275,0.492
0.7,0.134,0.0282,0.529
0.75,0.1415,0.0299,0.565
0.8,0.153,0.0325,0.599
0.85,0.1664,0.0357,0.631
0.9,0.18,0.0392,0.658
0.95,0.1902,0.0422,0.681
1,0.1901,0.0432,0.7
1.05,0.1788,0.0413,0.713
1.1,0.1595,0.0388,0.72
1.15,0.133,0.0341,0.714
1.2,0.1015,0.0283,0.684
1.25,0.0664,0.022,0.6
1.3,0.0295,0.0155,0.394
