J,Kt,Kq,Eta
0.9,0.127,0.029,0.627
0.95,0.1235,0.0293,0.637
1,0.116,0.0291,0.635
1.05,0.096,0.026,0.617
1.1,0.062,0.0192,0.564
1.15,0.016,0.0085,0.344
