J,Kt,Kq,Eta
1.2,0.1635,0.0475,0.657
1.25,0.167,0.0493,0.673
1.3,0.169,0.051,0.686
1.35,0.1578,0.049,0.692
1.4,0.135,0.0436,0.689
1.45,0.108,0.0375,0.665
1.5,0.074,0.03,0.589
1.55,0.0342,0.0202,0.418
