J,Kt,Kq,Eta
0.5,0.1435,0.0305,0.374
0.55,0.165,0.0349,0.414
0.6,0.1885,0.04,0.45
0.65,0.215,0.0455,0.489
0.7,0.241,0.0512,0.524
0.75,0.262,0.0558,0.561
0.8,0.267,0.0578,0.589
0.85,0.263,0.0576,0.618
0.9,0.248,0.0555,0.64
0.95,0.225,0.0518,0.657
1,0.2020,0.048,0.67
1.05,0.1785,0.044,0.678
1.1,0.1540,0.0398,0.678
1.15,0.1300,0.0356,0.669
1.2,0.103,0.0307,0.641
1.25,0.0740,0.0254,0.58
1.3,0.043,0.02,0.445
1.35,0.0111,0.0145,0.165
