J,Kt,Kq,Eta
0.55,0.083,0.0156,0.466
0.6,0.0825,0.0155,0.508
0.65,0.0805,0.0152,0.548
0.7,0.0790,0.0151,0.583
0.75,0.0820,0.016,0.613
0.8,0.0807,0.0162,0.633
0.85,0.0715,0.0151,0.639
0.90,0.0545,0.0126,0.62
0.95,0.0312,0.0085,0.555
1,0.0035,0.0023,0.0245
