J,Kt,Kq,Eta
0.7,0.0982,0.0215,0.509
0.75,0.095,0.0208,0.545
0.8,0.0918,0.0201,0.582
0.85,0.091,0.0201,0.614
0.9,0.0962,0.0214,0.644
0.95,0.0995,0.0225,0.669
1,0.1015,0.0236,0.685
1.05,0.093,0.0226,0.688
1.1,0.0742,0.0165,0.668
1.15,0.048,0.0147,0.598
1.2,0.016,0.0085,0.36
