J,Kt,Kq,Eta
0.5,0.1145,0.0215,0.424
0.55,0.1238,0.023,0.471
0.6,0.13,0.0243,0.511
0.65,0.1425,0.0267,0.552
0.7,0.162,0.0308,0.586
0.75,0.175,0.0342,0.611
0.8,0.176,0.0356,0.629
0.85,0.167,0.0355,0.637
0.9,0.148,0.0334,0.635
0.95,0.1185,0.0290,0.618
1,0.0815,0.0230,0.564
1.05,0.04,0.016,0.417
