J,Kt,Kq,Eta
0.5,0.123,0.0262,0.374
0.55,0.137,0.029,0.413
0.6,0.149,0.0316,0.45
0.65,0.1645,0.0348,0.489
0.7,0.1815,0.0386,0.524
0.75,0.2005,0.043,0.557
0.8,0.221,0.0478,0.589
0.85,0.241,0.0528,0.618
0.9,0.244,0.0546,0.64
0.95,0.224,0.0515,0.657
1,0.2020,0.048,0.67
1.05,0.1785,0.044,0.678
1.1,0.1535,0.0396,0.678
1.15,0.1275,0.035,0.667
1.2,0.0995,0.03,0.634
1.25,0.068,0.0243,0.557
1.3,0.034,0.019,0.37
