J,Kt,Kq,Eta
0.9,0.2425,0.0517,0.672
0.95,0.226,0.0495,0.69
1,0.2075,0.0468,0.706
1.05,0.187,0.0436,0.717
1.1,0.165,0.0401,0.721
1.15,0.1415,0.0361,0.718
1.2,0.1165,0.0321,0.693
1.25,0.089,0.0275,0.643
1.3,0.0595,0.0228,0.541
1.35,0.028,0.0170,0.335
