J,Kt,Kq,Eta
0.75,0.075,0.0147,0.608
0.8,0.0705,0.0144,0.624
0.85,0.0565,0.0125,0.612
0.90,0.034,0.0092,0.530
0.95,0.005,0.0046,0.165
