J,Kt,Kq,Eta
0.55,0.17,0.0306,0.486
0.6,0.194,0.0352,0.526
0.65,0.2122,0.0392,0.56
0.7,0.223,0.042,0.592
0.75,0.222,0.043,0.617
0.8,0.2055,0.0413,0.634
0.85,0.184,0.0385,0.646
0.9,0.16,0.0354,0.648
0.95,0.133,0.0314,0.64
1,0.104,0.0272,0.608
1.05,0.072,0.0226,0.532
1.1,0.04,0.0178,0.393
1.15,0.005,0.0129,0.071
