J,Kt,Kq,Eta
0.85,0.1310,0.0375,0.473
0.90,0.1285,0.0366,0.503
0.95,0.1260,0.0358,0.532
1.00,0.1240,0.0352,0.560
1.05,0.1230,0.0350,0.587
1.10,0.1250,0.0357,0.613
1.15,0.1290,0.0369,0.639
1.20,0.1340,0.0385,0.664
1.25,0.1400,0.0407,0.684
1.30,0.1468,0.0433,0.702
1.35,0.1505,0.0450,0.718
1.40,0.1460,0.0445,0.731
1.45,0.1352,0.0423,0.738
1.50,0.1195,0.0389,0.734
1.55,0.0995,0.0344,0.714
1.60,0.0740,0.0234,0.663
1.65,0.0442,0.0217,0.535
1.70,0.0100,0.130,0.208
