J,Kt,Kq,Eta
0.65,0.15,0.0279,0.557
0.7,0.164,0.0307,0.595
0.75,0.1764,0.0355,0.628
0.80,0.184,0.0358,0.655
0.85,0.18,0.0359,0.678
0.9,0.1642,0.0341,0.69
0.95,0.143,0.0313,0.69
1,0.1155,0.0275,0.668
1.05,0.084,0.023,0.61
1.1,0.0476,0.0173,0.482
1.15,0.013,0.0116,0.205
