J,Kt,Kq,Eta
1,0.1725,0.0483,0.569
1.05,0.176,0.0493,0.597
1.1,0.1825,0.0513,0.623
1.15,0.191,0.0539,0.648
1.2,0.2005,0.0572,0.67
1.25,0.209,0.0603,0.689
1.3,0.211,0.0619,0.705
1.35,0.2052,0.0615,0.717
1.4,0.1918,0.0590,0.724
1.45,0.172,0.055,0.722
1.5,0.149,0.0502,0.708
1.55,0.1235,0.0445,0.685
1.6,0.096,0.0378,0.647
1.65,0.065,0.0296,0.576
1.7,0.0325,0.0198,0.445
