J,Kt,Kq,Eta
0.9,0.1770,0.05,0.507
0.95,0.1840,0.0516,0.539
1,0.19,0.0532,0.569
1.05,0.1975,0.0551,0.599
1.1,0.2065,0.0576,0.628
1.15,0.2165,0.0604,0.656
1.2,0.228,0.0639,0.681
1.25,0.24,0.0677,0.705
1.3,0.2282,0.0649,0.727
1.35,0.2122,0.0612,0.746
1.4,0.1945,0.0569,0.762
1.45,0.1755,0.0524,0.773
1.5,0.155,0.0477,0.776
1.55,0.1335,0.0429,0.768
1.6,0.11,0.0376,0.774
1.65,0.0845,0.0319,0.696
1.7,0.0585,0.026,0.61
1.75,0.03,0.0185,0.44
