J,Kt,Kq,Eta
0.50,0.087,0.0163,0.426
0.55,0.088,0.0163,0.472
0.6,0.088,0.0163,0.516
0.65,0.093,0.0171,0.561
0.7,0.1025,0.0189,0.603
0.75,0.1075,0.0201,0.639
0.8,0.105,0.0202,0.661
0.85,0.0970,0.0196,0.670
0.90,0.084,0.018,0.669
0.95,0.0685,0.0159,0.65
1,0.0465,0.0123,0.6
1.05,0.018,0.0071,0.425
