J,Kt,Kq,Eta
0.6,0.134,0.0285,0.449
0.65,0.14,0.0299,0.484
0.7,0.1445,0.031,0.519
0.75,0.1495,0.0322,0.554
0.8,0.1575,0.0342,0.586
0.85,0.1770,0.039,0.614
0.9,0.196,0.0444,0.632
0.95,0.199,0.0459,0.655
1,0.19,0.0455,0.665
1.05,0.171,0.0427,0.669
1.1,0.146,0.0387,0.66
1.15,0.114,0.0333,0.626
1.2,0.074,0.0269,0.525
1.25,0.028,0.0189,0.295
