J,Kt,Kq,Eta
0.65,0.124,0.0267,0.481
0.7,0.1239,0.0265,0.52
0.75,0.123,0.0264,0.557
0.8,0.121,0.026,0.593
0.85,0.121,0.0264,0.62
0.9,0.1275,0.0282,0.648
0.95,0.137,0.0311,0.666
1,0.1455,0.0342,0.678
1.05,0.1418,0.0347,0.683
1.1,0.125,0.0324,0.676
1.15,0.097,0.0273,0.65
1.2,0.055,0.0184,0.571
1.25,0.005,0.0062,0.16
