J,Kt,Kq,Eta
0.9,0.1782,0.0496,0.514
0.95,0.184,0.0511,0.544
1,0.1925,0.0535,0.573
1.05,0.2020,0.0563,0.6
1.1,0.2138,0.0599,0.625
1.15,0.2248,0.0633,0.65
1.2,0.2345,0.0668,0.671
1.25,0.24,0.0692,0.69
1.3,0.2365,0.0693,0.706
1.35,0.2215,0.0663,0.718
1.4,0.2035,0.0625,0.725
1.45,0.183,0.0584,0.723
1.5,0.1612,0.054,0.713
1.55,0.1382,0.0491,0.695
1.6,0.113,0.0433,0.665
1.65,0.0865,0.0369,0.616
1.7,0.058,0.0293,0.533
1.75,0.028,0.0223,0.35
