J,Kt,Kq,Eta
0.85,0.0854,0.0189,0.61
0.9,0.0805,0.0182,0.634
0.95,0.077,0.0179,0.65
1,0.0715,0.0176,0.647
1.05,0.058,0.016,0.606
1.1,0.034,0.0119,0.501
1.15,0.0045,0.0057,0.145
