J,Kt,Kq,Eta
1.1,0.2585,0.0716,0.632
1.15,0.2685,0.0751,0.655
1.2,0.2745,0.0776,0.676
1.25,0.268,0.0767,0.695
1.3,0.249,0.0726,0.71
1.35,0.229,0.0682,0.722
1.4,0.2085,0.0639,0.727
1.45,0.1872,0.0594,0.727
1.5,0.165,0.0547,0.72
1.55,0.143,0.05,0.705
1.6,0.1195,0.0448,0.679
1.65,0.094,0.0388,0.637
1.7,0.0665,0.0316,0.57
1.75,0.0385,0.0248,0.432
1.8,0.007,0.0138,0.145
