J,Kt,Kq,Eta
0.55,0.129,0.0273,0.413
0.6,0.1385,0.0293,0.451
0.65,0.146,0.031,0.488
0.7,0.154,0.0327,0.525
0.75,0.168,0.036,0.557
0.8,0.187,0.0404,0.59
0.85,0.2070,0.0454,0.617
0.9,0.2190,0.049,0.64
0.95,0.2150,0.0495,0.657
1,0.2,0.0475,0.67
1.05,0.1775,0.0438,0.677
1.1,0.152,0.0394,0.675
1.15,0.124,0.0345,0.657
1.2,0.0925,0.0287,0.615
1.25,0.055,0.0221,0.495
1.3,0.0156,0.015,0.215
