J,Kt,Kq,Eta
0.65,0.08,0.0152,0.545
0.7,0.0775,0.0149,0.58
0.75,0.0775,0.0152,0.609
0.8,0.072,0.0148,0.626
0.85,0.0595,0.0129,0.625
0.90,0.0405,0.01,0.578
0.95,0.0165,0.006,0.419
