J,Kt,Kq,Eta
0.55,0.12,0.0224,0.469
0.6,0.126,0.0236,0.51
0.65,0.13,0.0246,0.546
0.7,0.14,0.027,0.577
0.75,0.157,0.0311,0.602
0.8,0.1635,0.0335,0.622
0.85,0.1545,0.0331,0.632
0.9,0.1325,0.0304,0.625
0.95,0.0995,0.0254,0.592
1,0.0585,0.0186,0.501
1.05,0.012,0.0103,0.195
