J,Kt,Kq,Eta
1.4,0.124,0.0444,0.623
1.45,0.1212,0.0438,0.639
1.5,0.1195,0.0435,0.656
1.55,0.118,0.0434,0.671
1.6,0.1175,0.0437,0.685
1.65,0.118,0.0445,0.696
1.7,0.116,0.0447,0.702
1.75,0.111,0.0439,0.704
1.8,0.108,0.0417,0.699
1.85,0.0868,0.0373,0.685
1.9,0.066,0.0306,0.653
1.95,0.039,0.0225,0.538
2,0.0048,0.0111,0.138
