J,Kt,Kq,Eta
1.15,0.1030,0.0301,0.626
1.20,0.1015,0.0300,0.647
1.25,0.1030,0.0308,0.665
1.30,0.1030,0.0313,0.681
1.35,0.1005,0.0312,0.691
1.40,0.0940,0.0301,0.696
1.45,0.0822,0.0274,0.692
1.50,0.064,0.0229,0.668
1.55,0.0392,0.0166,0.582
1.6,0.004,0.0081,0.121
