J,Kt,Kq,Eta
0.85,0.113,0.0247,0.619
0.9,0.1105,0.0246,0.642
0.95,0.114,0.0262,0.659
1,0.119,0.0283,0.67
1.05,0.114,0.0285,0.668
1.1,0.093,0.0252,0.646
1.15,0.0582,0.0182,0.585
1.2,0.0196,0.009,0.418
