J,Kt,Kq,Eta
0.7,0.139,0.03,0.516
0.75,0.139,0.0302,0.55
0.8,0.141,0.0309,0.581
0.85,0.146,0.0324,0.61
0.9,0.158,0.0356,0.636
0.95,0.1675,0.0388,0.653
1,0.1665,0.0402,0.659
1.05,0.151,0.0388,0.65
1.1,0.122,0.0345,0.62
1.15,0.08,0.0265,0.552
1.2,0.0268,0.0165,0.31
