J,Kt,Kq,Eta
1.2,0.144,0.0515,0.534
1.25,0.142,0.0506,0.558
1.3,0.141,0.0502,0.581
1.35,0.141,0.0502,0.604
1.4,0.143,0.0509,0.626
1.45,0.1485,0.0529,0.648
1.5,0.156,0.0558,0.668
1.55,0.1658,0.0595,0.687
1.6,0.171,0.0619,0.704
1.65,0.1712,0.0628,0.716
1.7,0.168,0.0627,0.725
1.75,0.1612,0.0616,0.729
1.8,0.1492,0.0587,0.728
1.85,0.133,0.0542,0.722
1.9,0.1145,0.0491,0.706
1.95,0.0922,0.0422,0.678
2,0.068,0.0346,0.625
2.05,0.0405,0.0266,0.498
2.1,0.0105,0.0156,0.225
