J,Kt,Kq,Eta
1.30,0.2140,0.0740,0.599
1.35,0.2115,0.0734,0.619
1.40,0.2105,0.0734,0.639
1.45,0.2130,0.0746,0.659
1.50,0.2210,0.0780,0.677
1.55,0.2308,0.0826,0.689
1.60,0.2350,0.0856,0.699
1.65,0.2295,0.0850,0.709
1.70,0.2118,0.0810,0.708
1.75,0.1925,0.0762,0.704
1.80,0.1720,0.0708,0.696
1.85,0.1515,0.0652,0.684
1.90,0.1288,0.0595,0.655
1.95,0.1030,0.0520,0.615
2.0,0.0740,0.0430,0.548
2.05,0.0355,0.0290,0.399
