J,Kt,Kq,Eta
0.95,0.1235,0.0352,0.530
1.00,0.1200,0.0343,0.557
1.05,0.1168,0.0336,0.581
1.10,0.1145,0.0331,0.605
1.15,0.1125,0.0328,0.628
1.20,0.1145,0.0337,0.649
1.25,0.1200,0.0357,0.669
1.30,0.1260,0.0380,0.686
1.35,0.1270,0.0389,0.701
1.40,0.1210,0.0378,0.714
1.45,0.1100,0.0353,0.720
1.50,0.0952,0.0318,0.715
1.55,0.0740,0.0266,0.685
1.60,0.0450,0.0193,0.593
1.65,0.0092,0.0099,0.245
