J,Kt,Kq,Eta
0.50,0.0907,0.0167,0.431
0.55,0.0967,0.0178,0.476
0.6,0.109,0.0198,0.526
0.65,0.1195,0.0215,0.574
0.7,0.126,0.0228,0.615
0.75,0.129,0.0237,0.65
0.8,0.1295,0.0245,0.674
0.85,0.1265,0.0248,0.691
0.90,0.117,0.024,0.7
0.95,0.101,0.022,0.694
1,0.08,0.0192,0.665
1.05,0.0555,0.0155,0.599
1.1,0.0275,0.0108,0.445
