J,Kt,Kq,Eta
1.05,0.1524,0.0432,0.59
1.1,0.1465,0.0416,0.617
1.15,0.1435,0.0408,0.643
1.2,0.142,0.0409,0.666
1.25,0.143,0.0416,0.684
1.3,0.1488,0.0441,0.698
1.35,0.149,0.0452,0.708
1.4,0.1402,0.0438,0.713
1.45,0.121,0.0395,0.707
1.5,0.094,0.0331,0.677
1.55,0.0615,0.0245,0.618
1.6,0.025,0.0133,0.478
