J,Kt,Kq,Eta
1.15,0.312,0.087,0.656
1.2,0.294,0.083,0.677
1.25,0.274,0.0783,0.696
1.3,0.2532,0.0737,0.711
1.35,0.232,0.0688,0.725
1.4,0.211,0.0641,0.734
1.45,0.1895,0.0595,0.735
1.5,0.168,0.0552,0.727
1.55,0.146,0.0505,0.713
1.6,0.123,0.0454,0.69
1.65,0.0982,0.0395,0.652
1.7,0.0715,0.0328,0.59
1.75,0.044,0.0254,0.482
1.8,0.015,0.0184,0.234
