J,Kt,Kq,Eta
0.90,0.33,0.09,0.53
0.95,0.3485,0.0944,0.558
1.00,0.365,0.099,0.587
1.05,0.378,0.1031,0.613
1.10,0.362,0.0995,0.637
1.15,0.341,0.0949,0.658
1.20,0.315,0.0889,0.677
1.25,0.2872,0.0825,0.692
1.30,0.2615,0.0767,0.705
1.35,0.237,0.0712,0.715
1.40,0.2135,0.0661,0.72
1.45,0.191,0.0613,0.719
1.50,0.169,0.0565,0.714
1.55,0.146,0.0513,0.702
1.60,0.122,0.0456,0.681
1.65,0.0965,0.04,0.634
1.70,0.07,0.034,0.557
1.75,0.0435,0.028,0.433
1.80,0.0145,0.0214,0.194
