J,Kt,Kq,Eta
1.2,0.135,0.0392,0.658
1.25,0.1345,0.0397,0.674
1.3,0.1325,0.0401,0.684
1.35,0.1240,0.0389,0.686
1.4,0.11,0.0362,0.677
1.45,0.0885,0.0316,0.646
1.5,0.06,0.0244,0.586
1.55,0.0218,0.0145,0.0372
