J,Kt,Kq,Eta
1,0.1595,0.0448,0.567
1.05,0.1575,0.0442,0.595
1.1,0.1578,0.0446,0.62
1.15,0.16,0.0453,0.646
1.2,0.1645,0.047,0.668
1.25,0.174,0.0503,0.688
1.3,0.179,0.0527,0.703
1.35,0.1728,0.0521,0.713
1.4,0.1605,0.0498,0.717
1.45,0.1428,0.046,0.716
1.5,0.1198,0.0409,0.7
1.55,0.0918,0.0342,0.663
1.6,0.06,0.0258,0.593
1.65,0.026,0.0165,0.413
