J,Kt,Kq,Eta
0.75,0.2045,0.0385,0.634
0.80,0.206,0.0399,0.657
0.85,0.1915,0.0382,0.678
0.9,0.17,0.0358,0.694
0.95,0.147,0.0318,0.699
1,0.121,0.0282,0.682
1.05,0.092,0.0242,0.635
1.1,0.062,0.0201,0.539
1.15,0.0305,0.0157,0.355
